stimulus,noncon,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrKey.keys,instrKey.rt,date,frameRate,expName,session,participant,
,,,,,,space,11.753745079,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/2,1.png","images/Emotion/1,4.png",0,0,0,0,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/6,1.png","images/Emotion/5,4.png",0,1,1,1,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/4,1.png","images/Emotion/3,4.png",0,2,2,2,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/7,1.png","images/Emotion/6,4.png",0,3,3,3,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/5,1.png","images/Emotion/8,4.png",0,4,4,4,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/8,1.png","images/Emotion/7,4.png",0,5,5,5,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/3,1.png","images/Emotion/2,4.png",0,6,6,6,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/1,1.png","images/Emotion/4,4.png",0,7,7,7,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/3,1.png","images/Emotion/2,2.png",0,8,8,8,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/5,1.png","images/Emotion/8,2.png",0,9,9,9,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/8,1.png","images/Emotion/7,2.png",0,10,10,10,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/4,1.png","images/Emotion/3,2.png",0,11,11,11,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/1,1.png","images/Emotion/4,2.png",0,12,12,12,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/2,1.png","images/Emotion/1,2.png",0,13,13,13,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
"images/Neutral/7,1.png","images/Emotion/6,2.png",0,14,14,14,,,2018_Jan_16_1332,59.8960392081,NonCon,001,hi,
